Paper Name,Novelty,Simplicity,Generalization,Flexibility/Extensibility,Robustness,Realistic output,Formal description/analysis,Theoretical guarantees,Approximation,Quantitative evidence (e.g. experiments),Qualitative evidence (e.g. examples),Scientific methodology,Controllability (of model owner),Human-like mechanism,Low cost,Large scale,Promising,Generality,Principled,Exactness,Preciseness,Concreteness,Automatic,Performance,Accuracy,Avoiding train/test discrepancy,State-of-the-art,Efficiency,Reduced training time,Memory efficiency,Data efficiency,Label efficiency (reduced need for labeled data),Energy efficiency,Effectiveness,Successful,Building on classic work,Building on recent work,Unifying ideas or integrating components,Identifying limitations,Critique,Understanding (for researchers),Improvement,Progress,Used in practice/Popular,Reproducibility,Easy to implement,Requires few resources,Parallelizability / distributed,Facilitating use (e.g. sharing code),Scales up,Applies to real world,Learning from humans,Practical,Useful,Interpretable (to users),Transparent (to users),Privacy,Fairness,Not socially biased,User influence,Collective influence,Deferral to humans,Critiqability,Beneficence,Non-maleficence,Justice,Respect for Persons,Autonomy (power to decide),Explicability,Respect for Law and public interest,Security,Easy to work with,Realistic world model,Fast
ICML-2023-PaLM-E-An-Embodied-Multimodal-Language-Model.pdf,7,0,16,1,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,1,28,14,0,4,0,0,0,8,0,0,0,2,0,0,0,5,0,5,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
ICML-2023-Less-is-More-Task-aware-Layer-wise-Distillation-for-Language-Model.pdf,3,2,2,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,22,7,5,3,0,0,0,1,0,0,0,0,0,0,1,2,0,8,2,2,3,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ICML-2023-Scalable-Adaptive-Computation-for-Iterative-Generation.pdf,0,2,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,9,1,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICML-2023-Grounding-Language-Models-to-Images-for-Multimodal-Inputs-and-Outputs.pdf,5,0,5,2,0,1,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,3,26,8,0,3,13,0,0,10,0,0,1,0,0,0,1,5,0,2,7,1,0,0,0,1,1,0,0,2,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ICML-2023-PAL-Program-aided-Language-Models.pdf,2,1,3,0,0,0,16,2,0,2,0,0,0,0,20,0,0,0,0,0,0,1,2,19,12,0,5,0,0,0,15,0,0,1,0,0,0,0,3,0,10,2,0,3,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICML-2023-Loss-Guided-Diffusion-Models-for-Plug-and-Play-Controllable-Generation.pdf,1,1,0,3,0,0,0,0,17,3,0,0,0,0,1,0,1,2,0,0,0,0,0,7,4,0,0,11,0,0,0,0,0,2,1,0,0,0,3,0,1,2,1,0,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ICML-2023-On-Over-Squashing-in-Message-Passing-Neural-Networks.pdf,1,0,4,0,1,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,15,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,4,0,0,2,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ICML-2023-Prompting-Large-Language-Model-for-Machine-Translation-A-Case-Study.pdf,1,0,1,0,1,0,0,1,0,1,19,0,0,0,5,0,1,0,0,0,0,0,2,37,0,0,4,0,0,0,20,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICML-2023-PFGM++-Unlocking-the-Potential-of-Physics-Inspired-Generative-Models.pdf,2,1,0,2,30,0,3,3,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,12,2,2,7,4,0,0,0,0,0,0,0,1,0,1,0,0,2,4,2,4,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICML-2023-Controlled-Text-Generation-with-Natural-Language-Instructions.pdf,2,1,3,2,0,0,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,13,2,0,2,2,0,0,5,0,0,2,0,0,0,0,2,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
ICML-2023-Composer-Creative-and-Controllable-Image-Synthesis-with.pdf,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,3,13,0,0,3,1,0,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ICML-2023-Graph-Inductive-Biases-in-Transformers-without-Message-Passing.pdf,1,1,1,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,9,0,7,1,1,0,0,2,0,1,4,0,0,0,3,0,2,0,0,3,0,0,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICML-2023-Reducing-SO(3)-Convolutions-to-SO(2)-for-Efficient-Equivariant-GNNs.pdf,5,0,1,0,0,0,14,0,4,0,0,2,0,0,8,1,0,1,3,0,2,0,1,5,6,0,4,69,5,0,2,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ICML-2023-A-Generalization-of-ViT-MLP-Mixer-to-Graphs.pdf,3,1,27,1,0,0,7,0,2,0,0,1,0,0,4,2,2,0,0,0,0,0,0,23,22,0,10,5,3,0,2,1,0,0,1,0,0,0,10,0,3,3,1,2,2,1,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ICML-2023-Improved-Analysis-of-Score-based-Generative-Modeling.pdf,2,2,0,2,0,0,3,19,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ICML-2023-On-the-Expressive-Power-of-Geometric-Graph-Neural-Networks.pdf,0,2,1,0,0,0,9,1,4,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,2,0,0,5,0,0,1,0,0,0,0,0,0,1,6,0,6,0,3,3,0,1,0,0,0,1,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ICML-2023-How-Do-Transformers-Learn-Topic-Structure.pdf,0,0,1,0,0,0,21,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,2,0,0,2,0,0,0,0,0,2,0,3,0,44,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
ICML-2023-Exploring-Chemical-Space-with.pdf,96,1,28,0,0,3,1,0,1,2,0,3,0,0,9,0,3,0,0,0,0,0,6,10,0,4,3,9,0,0,0,1,0,3,1,0,1,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ICML-2023-VectorMapNet-End-to-end-Vectorized-HD-Map-Learning.pdf,3,0,0,3,3,2,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,20,3,0,1,4,0,0,0,0,0,2,0,0,2,0,2,0,10,2,0,1,0,3,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
ICML-2023-Global-Context-Vision-Transformers.pdf,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,21,0,10,18,0,0,2,0,0,15,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
ICML-2023-Open-Vocabulary-Universal-Image-Segmentation-with-MaskCLIP.pdf,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,9,0,0,0,2,0,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICML-2023-AudioLDM-Text-to-Audio-Generation-with-Latent-Diffusion-Models.pdf,2,0,3,1,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,16,1,0,4,10,0,0,1,0,0,0,0,0,0,5,1,0,1,5,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ICML-2023-Cramming-Training-a-Language-Model-on-a-Single-GPU-in-One-Day.pdf,0,1,7,1,2,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,54,17,2,1,33,4,1,1,0,0,0,0,0,0,1,5,0,7,27,7,3,6,0,5,0,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,15
ICML-2023-SinDDM-A-Single-Image-Denoising-Diffusion-Model.pdf,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ICML-2023-Reduce,-Reuse,-Recycle-Compositional-Generation-with-Energy-Based.pdf",1,0,1,1,0,0,2,1,1,5,1,0,0,0,9,3,0,0,0,0,0,0,0,5,7,0,0,0,1,0,1,0,0,1,3,0,0,45,2,0,0,6,3,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ICML-2023-Principled-Reinforcement-Learning-with-Human-Feedback-from-Pairwise-or.pdf,0,1,1,0,0,0,6,17,6,0,0,0,0,0,1,0,1,1,30,0,0,0,0,10,5,0,0,24,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ICML-2023-Make-An-Audio-Text-To-Audio-Generation-with-Prompt-Enhanced-Diffusion.pdf,0,1,5,2,0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,6,1,4,6,1,0,2,16,0,0,8,0,0,5,0,0,0,0,1,0,12,0,3,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ICML-2023-Better-Training-of-GFlowNets-with-Local-Credit-and-Incomplete-Trajectories.pdf,2,0,1,1,0,0,0,2,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,7,0,0,0,14,1,0,0,0,0,3,0,0,0,2,0,0,1,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ICML-2023-Retrieval-Augmented-Multimodal-Language-Modeling.pdf,5,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,21,7,0,0,5,1,0,6,1,0,0,2,0,1,1,0,0,1,6,2,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
ICML-2023-Compositional-Exemplars-for-In-context-Learning.pdf,1,0,12,0,1,0,3,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,1,28,2,1,6,12,0,0,5,0,0,4,0,0,0,40,0,0,5,8,1,2,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ICML-2023-EXPHORMER--Sparse-Transformers-for-Graphs.pdf,0,1,2,6,0,0,2,2,12,0,0,0,0,0,2,5,0,0,0,0,0,0,2,10,20,0,9,5,0,1,0,2,0,0,3,0,1,1,1,0,2,0,0,2,0,0,0,1,0,1,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
ICML-2023-Fast-Sampling-of-Diffusion-Models-via-Operator-Learning.pdf,0,1,2,2,1,0,1,0,7,0,0,4,0,0,8,1,1,1,0,0,0,0,0,5,5,0,5,12,0,0,0,0,0,4,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
